Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Hashtags,Account Year,Account Month,Account Day
65,4,5734,True,0,24482,23518,2021,12,19
74,5,4683,True,1,11384,22858,2021,11,13
11,4,5879,False,0,22153,8156,2021,8,14
85,0,3613,False,0,7969,22553,2022,3,16
6,3,5672,True,0,20842,22957,2021,6,10
62,4,8419,False,0,9619,28402,2020,6,27
85,3,7002,True,0,19229,32068,2022,3,17
41,2,352,True,0,22281,7024,2021,5,20
57,4,8433,False,1,9085,19421,2022,6,6
31,2,2359,False,1,17665,26103,2022,5,10
90,1,473,True,1,12561,19421,2020,8,29
54,0,8137,False,0,2901,19421,2021,7,20
94,1,4925,True,1,1386,14879,2021,10,16
19,2,2889,False,0,15547,1467,2020,5,14
15,4,9392,False,0,17283,10817,2022,1,1
99,2,2428,False,1,21243,12954,2020,11,20
85,4,4675,True,0,6159,14849,2020,12,24
64,4,3677,False,1,6514,13109,2021,11,25
33,3,9045,True,1,21141,13259,2021,12,30
56,4,969,True,1,9581,25642,2020,7,27
18,0,2301,False,1,929,5923,2022,4,2
79,1,478,True,1,9155,8979,2023,4,10
65,3,8883,False,1,13433,1032,2022,5,18
78,5,8079,True,0,19988,1669,2022,4,13
61,3,7661,True,1,19551,33603,2021,4,23
94,5,810,False,1,16532,17703,2022,3,5
21,0,94,False,1,24667,13874,2022,8,12
78,0,1545,True,1,7002,1286,2023,3,25
50,0,5371,False,0,10411,14424,2021,10,23
55,5,1459,False,0,21166,2521,2020,2,6
59,5,8678,False,1,19692,16184,2020,7,22
53,4,8922,True,0,24437,19421,2023,1,10
46,0,8435,False,0,3889,29250,2020,9,14
7,3,7968,False,0,16828,13323,2022,3,18
68,0,634,False,1,8634,15934,2022,11,19
14,2,3861,False,1,10263,25163,2021,7,18
58,4,7765,True,0,21132,481,2020,10,28
2,1,6253,False,0,632,27,2022,5,3
51,5,8163,True,0,11242,10085,2021,3,25
69,1,3854,False,1,16803,19271,2021,5,3
72,1,7824,True,1,18857,7243,2021,3,30
48,3,8654,True,1,17699,14785,2023,3,6
56,3,2907,False,1,2993,17181,2023,4,10
11,0,4542,True,1,10041,12718,2021,6,4
57,5,2809,True,0,21100,1044,2023,3,1
65,3,9836,False,0,941,24622,2022,4,26
86,0,56,True,1,23539,32529,2021,4,19
53,0,7682,False,0,23399,19421,2021,2,10
85,1,7206,False,1,447,19421,2021,7,14
27,0,6454,True,0,15384,19421,2022,6,5
56,4,3762,False,0,24209,32596,2021,5,26
71,3,2031,False,1,12907,16336,2022,10,21
88,2,6952,True,1,16115,26674,2022,10,1
38,0,2791,True,1,5013,32560,2020,1,13
33,4,7026,True,0,1490,26044,2020,2,29
66,4,4644,False,1,2941,28594,2022,4,14
73,2,697,False,0,6462,21485,2021,12,25
49,0,2560,True,0,10184,8309,2021,12,1
75,5,5037,False,1,7497,6132,2022,11,5
57,4,7586,True,0,10252,15591,2021,3,5
48,4,5688,True,1,7882,20955,2022,3,21
2,3,8041,True,0,16719,19421,2021,10,15
73,2,409,True,0,8244,5496,2020,7,16
65,0,5827,True,0,22514,23715,2020,12,31
32,0,2256,False,0,20238,23084,2022,11,26
29,3,6124,True,0,11393,31920,2022,5,1
7,3,4252,False,1,14706,33198,2021,8,1
96,3,9498,False,0,21226,19421,2021,4,18
28,2,8245,True,1,6042,29106,2021,1,27
14,2,3705,False,1,15079,19421,2020,7,19
9,4,6662,False,1,1431,9370,2022,2,2
76,4,339,False,1,22471,1026,2021,5,22
14,2,3724,True,0,15224,28982,2020,5,2
61,2,6509,True,1,1389,31267,2021,3,27
81,5,6388,False,1,3597,32886,2020,2,13
35,5,7747,True,1,2839,19421,2021,8,20
58,5,3023,True,1,19422,27766,2021,5,12
22,3,8225,False,1,15440,19421,2021,5,3
39,3,4245,True,1,18330,19421,2021,9,7
68,4,4414,True,0,16348,18554,2020,6,12
93,1,2908,True,1,1008,19421,2021,9,8
99,1,8342,False,0,8952,19421,2022,2,16
21,3,7104,False,1,10642,28456,2020,10,4
62,0,8442,True,1,24963,19910,2021,3,24
2,1,764,False,1,13759,19421,2020,11,18
16,2,8396,True,0,12618,31742,2020,6,28
85,1,1157,True,1,18564,22588,2023,2,23
53,1,7608,True,0,12745,9677,2020,4,11
72,3,3326,True,0,22764,13064,2020,11,25
82,4,280,False,1,970,21816,2023,5,23
37,0,3617,True,1,2192,19421,2020,6,16
25,4,6238,True,1,7828,18950,2021,1,6
52,0,8012,False,0,10479,3177,2022,5,9
0,1,2870,False,1,24802,24067,2020,10,16
28,5,2169,True,1,6120,14091,2022,11,14
17,2,6886,False,1,8908,2256,2021,2,15
53,2,5261,False,1,21304,423,2021,12,3
87,2,3548,True,1,8087,31995,2022,6,27
54,0,1786,True,0,7632,19421,2022,7,13
78,4,6731,True,1,21810,31050,2022,1,24
11,4,6099,False,1,4695,25645,2020,3,2
92,1,5261,True,1,15795,18199,2023,3,24
53,2,4271,True,0,18544,19421,2023,5,5
55,1,2612,True,1,3969,1035,2021,1,4
21,3,2977,True,1,19765,19421,2020,7,24
77,2,8650,True,0,18020,7932,2021,6,29
77,5,1083,True,0,8743,23415,2020,12,10
97,2,7440,False,1,12153,33548,2022,11,23
58,4,9602,False,0,19853,23459,2022,7,4
84,2,8838,True,1,12479,33030,2020,11,9
34,5,3235,True,1,1335,33773,2021,5,8
89,2,131,False,1,3289,13037,2021,1,28
84,0,521,False,0,19759,7327,2020,8,10
93,5,9742,False,1,14048,23343,2022,1,10
89,1,7141,True,1,16790,25179,2022,3,11
11,2,6242,True,0,7091,18569,2020,11,1
51,0,7245,True,0,14846,19421,2021,11,7
99,5,3309,True,0,23412,19571,2021,5,10
48,1,5880,True,0,6055,15825,2022,4,10
20,3,6382,False,0,16924,27699,2022,9,8
96,3,4314,True,1,2183,30683,2020,12,24
72,1,9433,True,1,5915,30345,2022,10,31
55,3,7104,True,0,12091,19421,2020,5,21
10,5,849,True,0,1575,17011,2020,4,22
95,5,8684,False,0,18059,30556,2021,1,9
61,5,9443,True,0,7946,29276,2022,8,12
92,1,9179,False,0,3408,8675,2021,2,15
85,3,124,False,1,17684,5835,2023,3,21
1,5,3219,True,0,15653,22053,2023,3,15
92,3,1121,False,1,5565,14877,2021,4,7
93,0,9073,True,1,23467,15643,2022,7,29
72,3,8381,True,1,4359,28866,2021,3,14
37,2,3028,True,1,11664,24530,2022,1,6
65,3,798,False,0,20919,13844,2022,3,14
8,1,7701,True,1,7535,4184,2021,5,20
19,1,6332,False,0,9191,15030,2021,11,8
15,3,1503,True,0,24958,23688,2020,2,3
43,0,3759,True,1,10275,19421,2022,8,13
13,1,2720,True,0,5595,14643,2023,5,10
14,5,1987,False,0,14705,19553,2020,1,4
36,2,3052,False,1,12691,4322,2021,9,8
32,0,1512,True,1,7327,19421,2022,9,6
95,2,1536,False,0,18957,30419,2020,9,26
48,4,9958,False,0,9779,26680,2020,7,20
35,2,6754,False,0,11897,24746,2020,7,13
50,3,3203,False,0,1491,19421,2020,4,18
20,2,9831,True,0,18618,25779,2023,5,29
65,0,2082,True,1,10477,12829,2020,11,21
71,2,8804,False,1,18280,26533,2020,3,4
98,4,8253,False,0,50,12771,2021,11,9
10,5,5362,False,0,15775,29965,2020,5,30
27,5,1809,False,1,2520,9310,2022,2,25
80,2,8921,False,1,21914,32288,2022,10,22
66,0,7329,True,1,13297,23212,2022,10,2
98,1,5499,True,0,38,29104,2021,2,11
52,4,4390,False,1,587,12921,2021,5,12
66,3,7751,True,0,7156,22607,2023,2,20
25,2,6516,False,1,11442,19421,2020,9,30
44,1,3588,True,0,21061,19421,2022,10,25
39,2,6749,False,0,15279,27144,2021,4,27
83,1,412,False,1,9724,2877,2022,10,11
77,3,8058,True,1,7027,26281,2020,12,26
94,3,4872,False,0,19326,26184,2021,4,17
36,2,2660,False,1,9149,21709,2021,1,30
86,3,6016,False,1,21471,31687,2021,7,17
46,4,1213,True,0,23475,4034,2021,10,29
22,1,4442,False,0,13422,8760,2022,7,27
77,0,5592,True,0,22856,19677,2020,7,18
71,1,9728,True,1,14563,13725,2023,1,30
71,2,4037,False,0,9,18178,2021,11,13
7,5,2192,False,1,10912,26071,2022,1,5
51,2,853,False,1,24386,18060,2020,12,16
70,0,6466,False,0,9622,13421,2022,7,6
100,0,1038,True,0,2206,22275,2021,6,9
0,3,9634,False,1,16527,28115,2021,5,6
54,5,2318,False,0,2317,13948,2022,4,19
72,0,2284,False,0,12298,32883,2021,7,27
6,3,3379,False,1,8261,19421,2020,6,24
65,5,3686,False,0,5073,25459,2022,2,23
50,5,3569,False,0,19620,19421,2021,3,26
92,4,4755,False,1,20795,19421,2021,11,14
65,2,8119,False,0,18911,10864,2020,7,26
99,4,5121,True,0,16035,10228,2023,1,26
85,3,7997,False,1,5035,19421,2023,3,2
76,0,5658,False,0,6972,19421,2022,2,8
13,5,1239,True,1,12826,24059,2022,4,28
87,4,3776,False,0,24048,20691,2020,9,28
49,5,9222,True,0,17145,9954,2023,4,18
13,0,3565,False,0,18570,19421,2023,5,29
42,0,3845,True,1,15458,28739,2021,7,25
48,1,6837,True,1,1168,31613,2020,3,12
46,3,9851,True,0,24088,27396,2020,12,13
36,5,864,True,0,3893,19421,2022,3,17
18,5,6553,True,0,7613,2991,2021,4,22
92,4,8002,False,0,13175,25409,2020,11,26
62,1,3327,True,1,11158,24600,2020,4,27
24,1,7107,False,0,22429,19421,2021,12,30
71,1,6004,True,0,10864,9090,2022,12,6
93,2,8934,True,1,2642,15182,2020,8,31
53,2,1936,True,1,6494,19421,2022,7,3
46,2,5425,True,0,22695,27480,2020,11,5
80,4,3946,False,1,7149,19421,2020,7,13
96,4,6482,False,0,5135,19840,2022,6,17
53,1,801,True,1,7500,19421,2022,1,22
38,2,2271,True,0,5685,6046,2022,1,29
94,1,7422,False,0,11485,11155,2020,12,28
68,3,9289,False,1,2229,16512,2022,9,22
55,1,6505,False,1,18798,18978,2020,1,30
20,2,2888,True,1,2795,19421,2020,4,15
4,4,3367,False,1,6256,24785,2021,7,10
25,5,5738,False,0,17663,31497,2022,1,23
46,3,343,True,1,18953,19421,2020,7,30
18,3,9380,False,1,16130,19298,2023,2,3
21,4,558,True,0,10425,19421,2022,10,8
9,2,5912,True,0,8921,27303,2021,10,2
57,0,7602,True,0,9146,12663,2021,1,14
58,2,3740,True,0,16248,26522,2021,6,18
79,3,759,False,1,14563,28849,2022,6,21
90,5,8459,False,1,19753,4656,2021,5,20
90,3,4190,True,0,24704,25478,2020,6,27
97,1,4046,False,0,14618,6986,2020,3,6
12,3,4755,True,0,16444,15112,2022,2,5
47,4,7567,True,0,224,33598,2023,3,24
22,4,4005,True,1,11565,19421,2020,10,8
12,1,1041,False,1,6611,24841,2023,2,23
37,4,6561,True,1,366,19421,2022,2,22
84,3,9108,True,0,24129,15704,2020,8,17
2,2,9873,False,1,9917,5397,2022,8,14
96,0,5158,True,1,1778,30237,2021,1,26
70,5,9260,True,0,6469,33004,2020,4,3
100,5,4217,False,0,25074,19421,2023,2,5
45,5,6935,False,0,7173,11927,2020,4,3
48,3,3253,False,1,7957,21585,2020,12,21
64,5,5256,True,1,23681,19421,2021,5,9
20,4,240,False,1,23977,12474,2020,3,3
43,2,4344,False,0,16217,18988,2021,6,17
66,2,4021,True,0,13661,19421,2021,7,16
38,1,7240,True,0,18957,21144,2023,3,30
12,2,4723,True,1,7088,10385,2021,10,19
84,5,1126,True,0,12062,8755,2021,12,19
39,1,6282,True,0,23127,24611,2021,3,25
11,3,1729,False,0,21905,13783,2021,1,4
46,5,2666,True,0,20976,291,2020,9,21
100,1,2988,True,0,7493,16656,2021,3,19
46,0,6577,False,1,8930,5638,2021,8,31
98,4,598,True,1,20486,5129,2023,1,30
14,3,2494,True,0,21404,5158,2023,3,3
86,5,3578,True,1,9676,19421,2020,8,17
53,5,9100,True,1,8131,3810,2022,7,28
32,0,8418,False,0,2270,19421,2021,8,14
63,5,9868,True,1,8950,8390,2022,11,15
50,1,7236,False,1,22322,19421,2023,1,31
39,4,662,False,1,2485,3918,2022,4,10
80,4,8098,True,0,23657,1948,2022,1,31
72,2,699,True,1,850,4614,2021,8,8
34,3,7617,True,0,9685,21466,2022,5,27
71,4,2259,False,0,2190,13109,2020,1,22
13,1,2673,True,1,18980,19050,2022,11,20
72,1,3150,False,1,4141,25935,2020,7,19
14,2,8681,True,0,6758,33504,2022,7,11
2,1,5655,False,0,19760,24714,2022,9,11
27,0,6766,True,0,24992,14957,2020,10,11
0,5,5859,True,0,15423,21099,2021,5,16
81,4,9913,False,0,2411,10994,2023,1,16
30,0,1093,False,0,14414,17703,2022,5,20
61,1,1969,False,1,632,11670,2020,11,16
72,3,9811,False,0,20228,14567,2022,1,15
93,4,4333,False,1,19277,7976,2021,9,15
27,5,852,False,0,15271,33598,2021,12,9
51,0,2856,True,1,5683,277,2020,4,10
45,4,5032,False,0,13080,19421,2020,2,16
83,5,3764,False,0,984,22712,2020,8,7
18,3,2021,True,1,23895,19421,2021,6,29
28,3,5141,True,0,20912,33032,2020,3,20
12,3,6062,False,1,5728,19421,2020,7,11
59,5,3073,False,1,7496,8934,2020,6,6
94,2,53,True,1,8694,20882,2020,1,3
90,3,5366,False,1,13262,9426,2021,4,26
96,0,7858,False,1,16904,10024,2022,8,1
34,1,5793,True,0,8382,11168,2022,5,22
65,2,2001,True,0,6128,5016,2020,4,20
15,3,7044,False,0,10871,19421,2021,3,19
46,0,5497,False,0,10898,18900,2022,3,1
47,1,3731,True,0,17717,19421,2021,7,3
2,0,7473,True,1,19169,31307,2022,9,11
5,5,9928,False,0,14889,7337,2020,4,6
79,5,9852,True,0,9868,18986,2020,2,22
23,4,2230,True,1,24143,15575,2022,6,11
11,1,4469,False,0,10925,24531,2021,7,8
57,5,6182,True,1,7326,12830,2020,3,27
63,0,8066,True,1,992,2773,2023,1,21
81,4,4401,False,1,4859,6182,2022,2,23
0,5,9318,True,0,7267,7142,2021,3,15
64,1,7695,True,1,7634,10969,2021,12,26
34,2,6008,False,1,7888,6553,2020,10,7
14,3,7158,True,0,20779,19601,2020,4,21
88,0,2590,False,1,359,10310,2020,8,27
22,5,2204,True,0,16476,10856,2020,7,4
22,5,8063,False,1,20873,19421,2020,10,10
11,0,9711,True,0,6463,11157,2021,8,9
6,1,8388,False,0,8323,18210,2021,9,26
75,1,4184,True,1,16844,19421,2023,1,17
98,2,9238,False,0,1636,29582,2021,3,16
97,3,5255,True,1,13464,12568,2023,1,16
85,3,7861,True,1,20225,19421,2022,4,15
61,2,836,True,1,14762,23852,2021,2,27
77,2,5217,True,1,24890,26253,2021,3,10
85,5,8943,False,1,21764,25512,2021,12,30
36,4,2752,False,0,15713,15501,2021,2,2
64,5,6008,True,0,11373,8828,2021,5,14
9,5,9154,False,1,24884,8307,2022,10,12
58,4,2026,True,1,18429,19344,2021,2,15
88,2,9315,True,0,21078,6762,2022,12,15
36,4,9241,False,1,10467,19421,2021,7,24
77,1,7035,True,1,13424,19421,2022,10,21
96,4,147,False,1,19328,19421,2022,5,19
12,3,5017,False,0,3376,7673,2020,11,26
73,3,7794,False,0,24048,32327,2021,11,14
62,1,6371,False,1,11153,29569,2020,11,16
19,5,4239,False,1,11384,7253,2022,8,10
40,1,7749,True,1,9756,4825,2020,7,18
56,3,3482,False,1,17788,6637,2021,9,2
23,4,5378,False,0,7637,19421,2020,3,15
5,0,8913,True,1,11606,26826,2020,11,6
43,2,5729,True,0,24027,14920,2022,1,23
59,3,6694,True,0,3672,32460,2020,11,21
49,0,6121,True,1,12934,19421,2023,5,11
42,1,5717,False,1,16767,22787,2022,1,9
73,5,1273,True,1,7542,3379,2021,12,12
0,1,5657,False,0,5228,10593,2022,6,22
8,0,2501,True,0,8736,17622,2021,10,20
90,5,9421,False,1,5284,9665,2021,5,14
91,4,4034,True,1,21435,19421,2022,1,6
36,4,1693,True,0,835,29252,2022,5,16
38,1,8643,True,1,10840,27649,2022,9,12
47,0,2522,True,0,9579,5508,2021,5,17
28,3,8718,True,0,19002,20952,2022,4,29
60,3,7612,False,0,15352,13856,2021,5,7
62,3,5126,True,0,14596,19421,2022,1,31
70,2,1292,True,1,12896,1092,2020,4,22
79,5,8469,True,0,9184,9438,2022,2,18
68,4,1446,True,1,21304,10910,2020,4,13
44,3,8461,True,0,4973,22461,2020,6,20
64,5,364,False,0,17319,18685,2023,2,9
69,2,6342,False,0,17955,19421,2021,8,9
12,4,4745,True,1,21066,15384,2021,4,14
16,2,5412,False,1,22198,7260,2020,3,24
77,2,3645,False,1,5304,25920,2021,5,24
3,3,3674,False,1,9913,12838,2020,9,9
32,2,4102,False,1,23984,5438,2022,7,14
20,3,5566,True,0,17435,29252,2021,5,6
6,2,9282,True,0,7210,6566,2021,8,16
47,3,2130,False,0,24869,19421,2021,9,10
12,1,3683,False,1,10558,33423,2023,5,10
5,2,4600,True,0,6548,6453,2020,10,20
36,5,8022,False,0,16890,8431,2022,3,2
2,1,394,True,0,21073,18165,2020,1,10
21,4,6794,False,0,15579,21328,2021,9,18
44,0,684,True,1,1275,19421,2021,8,11
79,4,4767,False,1,19758,33337,2021,11,15
78,1,5698,True,0,18775,18714,2022,12,15
16,4,6747,False,0,355,32726,2022,6,30
44,2,4180,False,0,21837,12303,2020,3,14
9,3,8602,False,0,17328,4146,2020,10,31
72,3,2812,False,1,16021,19421,2020,10,29
35,1,1642,False,1,18327,19421,2022,10,14
75,0,6609,True,1,11214,21781,2020,3,3
5,4,6835,True,1,17746,14780,2023,4,24
87,4,7044,True,0,5371,7583,2022,5,1
70,5,569,False,1,16744,19421,2020,2,14
74,0,1744,True,1,672,17940,2021,5,5
9,2,2228,False,0,20682,12846,2023,5,20
45,2,4610,True,1,7562,13157,2020,7,29
18,5,3991,False,1,17705,19421,2023,3,3
48,0,1073,False,1,150,9110,2020,6,20
21,1,4602,True,0,19629,2012,2020,6,23
41,0,501,False,1,24133,26284,2023,1,9
61,0,9923,True,1,24928,17445,2022,11,6
12,3,4771,True,1,12293,11999,2022,7,10
78,4,3946,True,1,2199,23580,2020,9,7
70,4,7933,True,0,11568,31635,2020,4,4
53,2,638,False,0,15235,19421,2021,8,4
9,4,2611,True,0,24989,22524,2022,5,11
5,3,8329,True,1,7790,1165,2021,10,18
13,2,2095,True,1,8943,3281,2021,5,30
32,2,5404,False,1,10967,25569,2020,11,30
54,2,6731,True,1,4710,19421,2021,11,1
59,2,7425,False,0,12828,6876,2021,10,16
54,2,1058,True,0,413,17019,2022,2,6
6,2,2482,False,1,5096,19421,2021,1,13
62,1,4731,False,1,23089,30339,2020,2,29
70,5,7127,True,1,19704,19421,2020,6,2
57,1,5848,False,0,1841,31824,2020,5,13
46,1,9334,True,1,8072,31055,2020,11,1
48,4,4685,True,0,23590,12204,2020,7,3
31,5,5092,False,1,9631,2750,2021,9,11
71,2,6867,True,0,13082,3874,2023,5,13
68,4,1496,False,0,2205,23742,2021,4,28
91,4,3278,True,1,23344,15119,2023,2,22
85,1,5945,False,1,23798,18469,2021,7,24
35,1,8571,True,1,21534,6410,2022,12,5
43,3,23,True,0,17907,4290,2021,3,5
18,0,4494,True,0,10900,31206,2021,5,10
14,0,2056,True,1,6934,22113,2022,6,4
26,4,9530,False,0,7327,19421,2020,9,8
58,0,5929,False,1,19926,6002,2020,5,20
71,1,7351,True,1,24940,21579,2022,7,11
51,3,5506,True,1,23470,16922,2020,2,24
84,4,4447,True,0,9096,31962,2020,10,5
13,3,7147,True,1,11779,3764,2020,1,4
52,3,4854,False,1,24551,8272,2021,1,17
35,4,904,False,0,1486,22484,2023,5,2
74,5,7686,True,1,15539,25340,2023,3,16
98,5,2601,False,1,5149,6863,2020,7,27
93,3,3696,True,1,195,13167,2021,5,31
69,2,4177,True,1,2019,10298,2023,3,2
54,2,3463,False,1,24345,18363,2020,2,13
67,2,2076,True,1,21275,6126,2021,10,31
19,2,2119,True,1,18516,3540,2022,2,2
98,1,6601,True,0,7789,11934,2022,1,30
75,1,9471,True,0,12949,19421,2020,12,2
2,4,3089,True,1,13433,25512,2020,2,16
99,0,8974,True,0,2542,15162,2023,4,7
87,5,9478,False,0,15649,19077,2022,8,18
22,5,6885,False,0,10466,21866,2020,6,9
28,0,1423,True,1,18479,26406,2020,1,23
83,4,4363,True,1,12943,19421,2022,4,22
12,3,9134,False,0,2989,20420,2022,1,24
9,1,5934,True,0,8962,21712,2020,7,30
93,0,8426,True,0,7652,14775,2021,9,29
37,2,8888,True,0,911,34213,2022,8,14
73,4,8464,False,0,4068,5578,2020,2,8
40,0,6550,True,0,6354,7772,2020,6,26
4,1,5088,True,1,981,14930,2022,9,8
92,4,7709,True,1,6670,20135,2022,5,1
63,5,5417,False,1,14394,18737,2020,9,19
44,3,1397,False,1,8610,15722,2022,3,25
55,4,8881,True,0,2391,571,2020,10,29
47,2,7205,False,0,3320,14107,2020,11,30
18,4,280,False,1,2134,21631,2020,1,11
99,1,9558,True,0,7962,8910,2020,2,16
59,2,6697,False,1,7625,4783,2022,11,29
46,2,6909,True,1,19765,31818,2021,9,7
37,5,8443,False,1,251,463,2022,1,12
81,2,4712,True,1,19140,16927,2022,3,14
1,1,3993,True,1,24147,19421,2021,10,21
78,2,4366,False,0,22246,19421,2021,7,13
14,4,2464,False,0,7629,25475,2021,8,30
9,5,4694,True,1,2310,30495,2022,5,8
91,4,9119,True,0,21291,5582,2020,6,10
19,0,3147,False,1,23380,19421,2022,12,6
23,3,1474,False,0,16575,31075,2020,7,17
8,5,383,False,1,18327,30306,2022,5,28
66,4,8929,True,1,10867,31323,2022,12,8
64,5,5677,True,1,18253,19421,2023,1,11
85,3,2660,False,0,9775,31153,2022,11,21
27,1,5781,False,1,22123,9041,2020,4,8
9,1,2066,False,1,13764,19421,2021,9,29
87,3,7643,False,1,18201,13383,2022,9,10
12,1,301,True,0,15700,23057,2022,12,26
9,3,3245,False,0,7545,21581,2022,3,12
31,0,9630,False,1,15413,27400,2021,3,22
90,5,5433,False,0,24781,19421,2020,5,6
91,0,7706,False,1,382,19421,2021,9,27
26,3,1358,False,0,18131,19421,2022,10,6
97,0,2611,False,1,21146,26048,2020,6,15
20,1,2243,False,1,10948,26602,2023,5,21
67,4,4391,False,0,2206,34191,2021,7,16
9,0,9585,True,1,12073,17294,2020,5,22
34,4,6749,True,1,16135,22490,2020,11,14
77,2,8655,True,1,24977,22677,2021,5,8
54,5,2047,True,0,12391,20268,2022,7,3
100,5,5052,False,1,24596,17242,2022,2,7
14,2,2845,False,0,18286,13475,2020,11,30
56,4,735,False,1,14327,26724,2022,4,11
46,3,1696,False,1,20699,11638,2020,10,4
99,4,1323,True,1,23531,11325,2021,7,17
59,2,4642,True,0,4263,8458,2023,2,11
33,5,1579,True,1,15390,13029,2023,3,20
95,0,5545,True,0,7857,7166,2022,1,12
73,1,8487,True,0,19499,6785,2022,12,31
10,0,5132,False,0,22054,22138,2021,12,16
50,3,6857,False,0,9298,23297,2020,9,1
44,3,1332,True,1,16259,10355,2021,6,10
39,0,9072,False,1,11611,7666,2023,3,7
92,2,6447,True,1,14289,24999,2021,5,10
30,1,7269,False,1,18569,31692,2022,9,27
9,2,7891,False,0,2747,20959,2021,7,13
79,1,2011,True,1,22528,7801,2020,7,4
80,0,9083,False,1,7727,5870,2022,8,20
10,5,821,False,0,965,779,2021,11,14
15,3,6190,False,0,18892,19421,2021,6,9
32,2,3168,True,0,2405,19421,2020,1,24
75,2,3698,False,1,23981,30444,2021,5,16
99,1,3806,False,0,6010,7538,2021,6,22
11,5,5387,False,1,2181,19421,2023,2,20
60,1,5845,True,1,23349,19421,2021,8,17
5,1,9961,False,1,1105,3339,2022,5,29
84,0,7721,False,0,6569,23361,2021,7,13
36,3,230,False,1,8573,3847,2022,7,14
60,2,5873,True,1,7888,19421,2023,3,10
56,4,7717,False,0,1494,19056,2022,5,13
24,3,6989,False,1,8226,22625,2023,1,13
46,0,4345,False,0,10394,11242,2021,2,13
89,3,3972,False,0,22116,21406,2020,7,21
90,2,8787,False,0,18957,15657,2023,3,10
89,5,5272,False,0,4562,32911,2022,7,2
82,4,3615,False,1,23959,26176,2020,3,26
19,5,8020,False,1,18094,10105,2022,7,31
14,2,6727,False,0,8236,14854,2020,2,9
43,0,4143,True,0,17632,19421,2021,3,27
56,4,8742,True,1,7367,25563,2021,8,19
45,1,4518,False,1,17995,19421,2020,10,22
24,0,1172,False,0,20528,14513,2021,3,18
9,5,5587,True,0,11767,16751,2023,4,13
95,5,2951,True,1,14762,689,2022,12,27
96,2,1265,True,0,2092,31964,2021,1,25
51,0,9126,False,0,5595,32370,2021,4,13
3,5,8695,False,0,243,12794,2021,3,25
33,5,1775,True,0,3633,18603,2021,4,7
48,5,6464,True,1,19422,23986,2022,2,19
9,1,2710,True,0,4533,24575,2022,9,5
4,2,5460,True,1,17019,1836,2021,9,11
65,1,525,False,1,23466,19421,2021,7,7
80,2,6219,True,1,17394,19421,2022,8,14
85,2,5786,False,0,24046,8661,2021,6,8
65,1,9145,True,1,17221,27540,2020,11,4
60,3,6575,False,1,15033,19421,2020,4,3
42,1,8157,False,0,17315,19421,2020,10,18
28,0,4925,True,0,2178,14644,2022,3,18
29,3,7601,False,1,11720,13352,2022,4,3
91,0,5335,True,1,4704,19421,2021,1,23
86,2,4805,False,1,8240,28948,2021,4,23
77,0,6106,True,0,8361,34106,2022,1,8
61,5,1430,False,1,18837,31219,2022,9,15
57,2,8862,True,1,3257,31843,2020,8,30
68,1,7991,False,0,2972,28104,2022,1,20
42,3,9080,True,1,997,18417,2020,8,1
15,1,383,False,1,21054,15212,2022,11,26
75,4,1051,False,0,7145,22493,2020,12,2
63,5,9159,True,0,13777,15707,2021,8,19
45,5,2628,False,0,22120,21774,2021,6,7
29,5,9549,True,0,18678,11894,2022,7,6
57,0,6404,True,0,4560,19421,2022,9,3
6,1,5639,True,1,5024,19421,2020,1,19
75,2,1239,False,0,3712,21654,2023,5,30
32,1,7592,True,0,24855,26020,2022,6,15
28,1,6572,True,1,9123,10094,2021,7,21
31,0,3599,False,1,4123,18190,2022,1,15
3,5,5271,True,0,24527,20630,2022,12,25
85,4,2326,True,1,2360,15242,2023,4,17
54,1,4495,False,1,8993,19421,2023,3,11
77,4,2003,False,0,18433,19421,2021,6,16
58,4,5634,True,1,3051,19421,2022,3,3
30,0,2348,True,1,17056,14190,2023,3,21
20,0,7387,False,0,18029,19777,2020,3,4
45,0,3589,False,0,4443,6193,2020,8,31
20,4,240,True,1,3182,31784,2022,7,15
61,0,6705,True,0,6502,18115,2023,3,3
41,5,5189,False,0,15840,16448,2022,4,1
18,4,2575,True,1,13566,18623,2022,4,3
88,1,5032,True,0,8080,4888,2022,1,26
80,4,9795,False,1,22866,17718,2021,4,16
73,5,4691,False,1,12747,32055,2021,10,1
53,0,6375,False,0,8601,13315,2020,6,6
98,3,9204,True,0,17979,20280,2023,2,13
30,2,1386,True,1,20143,4463,2020,8,26
48,2,1071,True,1,23816,23344,2023,1,6
0,5,4161,False,1,2905,24878,2020,8,15
21,1,421,True,0,14469,27635,2023,4,28
3,5,6293,True,1,1563,22909,2022,5,6
83,1,1645,True,0,14919,29329,2020,3,27
78,2,8205,True,0,2027,19421,2022,12,17
78,1,4324,True,0,14224,31053,2021,1,17
39,4,9005,True,1,14940,31501,2021,3,2
81,0,6241,True,1,8882,4529,2021,8,25
62,3,6607,False,0,20714,26370,2020,6,24
100,4,2973,True,0,9755,32360,2022,11,26
99,5,9016,True,1,16229,1074,2020,1,20
37,1,1200,True,1,3210,30846,2021,1,5
50,3,1690,False,1,23874,17817,2022,4,9
0,4,5639,True,0,11766,23341,2022,3,6
94,5,846,True,1,4318,3109,2021,7,15
78,2,6143,False,1,1037,19421,2022,6,3
