fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,location,default_profile,profile_use_background_image,profile_text_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_background_color,profile_link_color,description,dataset
968,65,30,734,0,0,1,1497,1.0,1.0,43,75,108,166,10,2244,1
1937,52,24,579,0,0,1,1230,1.0,1.0,43,75,108,166,10,1847,1
73095,80,33,852,0,0,1,1176,1.0,1.0,43,75,108,166,10,2534,1
280,53,27,625,0,0,1,1176,1.0,1.0,43,75,108,166,10,285,1
960,60,25,652,0,0,1,332,1.0,1.0,43,75,108,166,10,2534,1
0,60,20,564,0,0,1,291,1.0,1.0,43,75,108,166,10,888,1
4,48,28,771,0,0,1,542,1.0,1.0,43,75,108,166,10,2534,1
216,68,15,521,0,0,1,340,1.0,1.0,43,75,108,166,10,730,1
7011,78,20,647,0,0,1,242,1.0,1.0,43,75,108,166,10,2478,1
289,58,23,549,0,0,1,1610,1.0,1.0,43,75,108,166,10,157,1
3335,49,24,538,0,0,1,1623,1.0,1.0,43,75,108,166,10,640,1
541,62,22,517,0,0,1,506,1.0,1.0,43,75,108,166,10,2037,1
3,55,19,551,0,0,1,931,1.0,1.0,43,75,108,166,10,597,1
2929,59,19,594,0,0,1,203,1.0,1.0,43,75,108,166,10,2534,1
598,60,21,552,0,0,1,181,1.0,1.0,43,75,108,166,10,2534,1
129,44,29,481,0,0,1,93,1.0,1.0,43,75,108,166,10,2204,1
13705,54,25,524,0,0,1,372,1.0,1.0,43,75,108,166,10,619,1
238,56,21,507,0,0,1,648,1.0,1.0,43,75,108,166,10,266,1
280,72,20,702,0,0,1,83,1.0,1.0,43,75,108,166,10,208,1
251,64,27,557,0,0,1,1279,1.0,1.0,43,75,108,166,10,1564,1
0,57,21,577,0,0,1,840,1.0,1.0,43,75,108,166,10,1980,1
490,51,18,548,0,0,1,1270,1.0,1.0,43,75,108,166,10,41,1
1886,59,17,566,0,0,1,832,1.0,1.0,43,75,108,166,10,1557,1
90,61,22,560,0,0,1,1163,1.0,1.0,43,75,108,166,10,1065,1
6,41,26,588,0,0,1,65,1.0,1.0,43,75,108,166,10,2159,1
3965,57,22,518,0,0,1,1180,1.0,1.0,43,75,108,166,10,1036,1
7079,36,20,565,0,0,1,1461,1.0,1.0,43,75,108,166,10,56,1
349,40,23,582,0,0,1,1194,1.0,1.0,43,75,108,166,10,244,1
44116,36,17,547,0,0,1,1076,1.0,1.0,43,75,108,166,10,1090,1
5881,77,29,753,0,0,1,99,1.0,1.0,43,75,108,166,10,357,1
3095,64,17,624,0,0,1,176,1.0,1.0,43,75,108,166,10,1905,1
7,41,19,665,0,0,1,1485,1.0,1.0,43,75,108,166,10,2264,1
529,48,29,517,0,0,1,958,1.0,1.0,43,75,108,166,10,2534,1
4538,49,19,507,0,0,1,1261,1.0,1.0,43,75,108,166,10,177,1
1,41,16,531,0,0,1,1110,1.0,1.0,43,75,108,166,10,457,1
2002,66,23,583,0,0,1,513,1.0,1.0,43,75,108,166,10,407,1
0,58,19,499,0,0,1,70,1.0,1.0,43,75,108,166,10,2238,1
214,51,25,552,0,0,1,1277,1.0,1.0,43,75,108,166,10,871,1
16,56,24,584,0,0,1,527,1.0,1.0,43,75,108,166,10,1338,1
9,62,14,562,0,0,1,548,1.0,1.0,43,75,108,166,10,1896,1
180,53,15,578,0,0,1,814,1.0,1.0,43,75,108,166,10,2224,1
1989,50,25,489,0,0,1,348,1.0,1.0,43,75,108,166,10,1326,1
190591,48,18,500,0,0,1,1518,1.0,1.0,43,75,108,166,10,2341,1
7271,39,16,451,0,0,1,246,1.0,1.0,43,75,108,166,10,2341,1
5959,63,28,634,0,0,1,785,1.0,1.0,43,75,108,166,10,1690,1
17292,58,20,607,1,0,1,22,1.0,1.0,43,75,108,166,10,178,1
9192,52,16,493,0,0,1,1230,1.0,1.0,43,75,108,166,10,276,1
156,62,22,505,0,0,1,597,1.0,1.0,43,75,108,166,10,2534,1
63,58,15,475,0,0,1,3,1.0,1.0,43,75,108,166,10,2525,1
3203,61,25,619,0,0,1,1368,1.0,1.0,43,75,108,166,10,1982,1
422,46,20,534,0,0,1,1403,1.0,1.0,43,75,108,166,10,61,1
0,48,22,541,0,1,1,1265,1.0,1.0,43,75,108,166,10,942,1
1,55,20,566,0,0,1,226,1.0,1.0,43,75,108,166,10,2085,1
19211,48,21,549,0,0,1,169,1.0,1.0,43,75,108,166,10,857,1
18,50,15,508,0,0,1,1546,1.0,1.0,43,75,108,166,10,466,1
433,46,20,502,0,0,1,717,1.0,1.0,43,75,108,166,10,1157,1
76,40,18,525,0,0,1,348,1.0,1.0,43,75,108,166,10,2221,1
1469,47,32,522,0,0,1,1649,1.0,1.0,43,75,108,166,10,397,1
2999,57,16,519,0,0,1,193,1.0,1.0,43,75,108,166,10,355,1
75,48,10,408,0,0,1,1264,1.0,1.0,43,75,108,166,10,2534,1
170,75,34,749,0,0,1,171,1.0,1.0,43,75,108,166,10,975,1
21,60,15,559,0,0,1,673,1.0,1.0,43,75,108,166,10,2534,1
6336,55,23,548,0,0,1,1357,1.0,1.0,43,75,108,166,10,203,1
0,39,25,511,0,0,1,1455,1.0,1.0,43,75,108,166,10,1404,1
0,59,23,543,0,0,1,1645,1.0,1.0,43,75,108,166,10,699,1
3469,43,23,492,0,0,1,275,1.0,1.0,43,75,108,166,10,186,1
7,58,23,585,0,0,1,844,1.0,1.0,43,75,108,166,10,53,1
4143,44,26,595,0,0,1,1191,1.0,1.0,43,75,108,166,10,1173,1
29,49,22,478,0,0,1,286,1.0,1.0,43,75,108,166,10,770,1
229,40,17,446,0,0,1,961,1.0,1.0,43,75,108,166,10,1322,1
1006,42,19,473,0,0,1,19,1.0,1.0,43,75,108,166,10,2534,1
2143,57,24,490,0,0,1,1460,1.0,1.0,43,75,108,166,10,93,1
4501,41,24,462,0,0,1,1053,1.0,1.0,43,75,108,166,10,2534,1
1620,49,18,501,0,0,1,1044,1.0,1.0,43,75,108,166,10,1838,1
51837,45,21,491,0,0,1,1534,1.0,1.0,43,75,108,166,10,2534,1
4971,59,26,630,0,0,1,524,1.0,1.0,43,75,108,166,10,1401,1
4217,42,19,434,0,0,1,1190,1.0,1.0,43,75,108,166,10,1239,1
2,26,20,461,0,0,1,1171,1.0,1.0,43,75,108,166,10,875,1
4251,44,16,485,0,0,1,869,1.0,1.0,43,75,108,166,10,2138,1
9565,59,25,644,0,0,1,660,1.0,1.0,43,75,108,166,10,2163,1
150,41,16,451,0,0,1,1638,1.0,1.0,43,75,108,166,10,1673,1
18069,40,24,404,0,0,1,402,1.0,1.0,43,75,108,166,10,2534,1
1533,42,20,474,0,0,1,287,1.0,1.0,43,75,108,166,10,448,1
3691,31,22,393,0,0,1,503,1.0,1.0,43,75,108,166,10,1991,1
490,53,20,460,0,0,1,912,1.0,1.0,43,75,108,166,10,221,1
422,40,20,498,0,0,1,674,1.0,1.0,43,75,108,166,10,773,1
467,47,13,483,0,0,1,744,1.0,1.0,43,75,108,166,10,277,1
38,45,16,438,0,0,1,1559,1.0,1.0,43,75,108,166,10,2356,1
2886,51,19,511,0,0,1,192,1.0,1.0,43,75,108,166,10,651,1
3048,49,21,527,0,0,1,241,1.0,1.0,43,75,108,166,10,1406,1
2327,54,22,517,0,0,1,841,1.0,1.0,43,75,108,166,10,1615,1
18,44,16,355,0,0,1,1566,1.0,1.0,43,75,108,166,10,20,1
722,35,20,412,0,0,1,276,1.0,1.0,43,75,108,166,10,384,1
497,54,18,456,0,0,1,1342,1.0,1.0,43,75,108,166,10,2482,1
1976,41,9,440,0,0,1,793,1.0,1.0,43,75,108,166,10,1933,1
130,38,26,464,0,0,1,949,1.0,1.0,43,75,108,166,10,2055,1
463,39,24,390,0,0,1,370,1.0,1.0,43,75,108,166,10,1530,1
796,25,12,394,0,0,1,1255,1.0,1.0,43,75,108,166,10,1883,1
500,35,18,421,0,0,1,353,1.0,1.0,43,75,108,166,10,2506,1
147,48,13,403,0,0,1,1481,1.0,1.0,43,75,108,166,10,2410,1
12931,38,24,404,0,0,1,388,1.0,1.0,43,75,108,166,10,618,1
7335,39,19,377,0,0,1,706,1.0,1.0,43,75,108,166,10,2534,1
7759,46,17,397,0,0,1,609,1.0,1.0,43,75,108,166,10,2233,1
1850,45,21,399,0,0,1,1000,1.0,1.0,43,75,108,166,10,1089,1
2494,33,21,414,0,0,1,520,1.0,1.0,43,75,108,166,10,2188,1
0,41,23,431,0,0,1,229,1.0,1.0,43,75,108,166,10,837,1
1,39,15,395,0,0,1,821,1.0,1.0,43,75,108,166,10,2338,1
0,52,26,398,0,0,1,860,1.0,1.0,43,75,108,166,10,2534,1
2,35,13,379,0,0,1,1166,1.0,1.0,43,75,108,166,10,2015,1
2341,45,21,484,0,0,1,207,1.0,1.0,43,75,108,166,10,2534,1
1,39,14,529,0,0,1,867,1.0,1.0,43,75,108,166,10,21,1
7,28,21,464,0,0,1,950,1.0,1.0,43,75,108,166,10,2008,1
20551,34,10,415,0,0,1,1453,1.0,1.0,43,75,108,166,10,2341,1
1924,47,19,384,0,0,1,335,1.0,1.0,43,75,108,166,10,542,1
15662,43,27,400,0,0,1,588,1.0,1.0,43,75,108,166,10,96,1
0,42,19,401,0,0,1,350,1.0,1.0,43,75,108,166,10,2453,1
385,34,13,429,0,0,1,986,1.0,1.0,43,75,108,166,10,865,1
439,32,13,374,0,0,1,1376,1.0,1.0,43,75,108,166,10,401,1
262,37,22,363,0,0,1,1431,1.0,1.0,43,75,108,166,10,1471,1
713,44,25,400,0,0,1,297,1.0,1.0,43,75,108,166,10,1546,1
2843,38,10,405,0,0,1,1127,1.0,1.0,43,75,108,166,10,1362,1
3325,31,20,397,0,0,1,677,1.0,1.0,43,75,108,166,10,1407,1
1634,54,18,400,0,0,1,818,1.0,1.0,43,75,108,166,10,1801,1
5240,29,18,373,0,0,1,1161,1.0,1.0,43,75,108,166,10,1104,1
526,28,18,390,0,0,1,660,1.0,1.0,43,75,108,166,10,1941,1
2406,35,11,394,0,0,1,772,1.0,1.0,43,75,108,166,10,2534,1
6070,39,18,382,0,0,1,138,1.0,1.0,43,75,108,166,10,2175,1
0,42,21,418,0,0,1,1174,1.0,1.0,43,75,108,166,10,1959,1
1,29,12,365,0,0,1,360,1.0,1.0,43,75,108,166,10,2129,1
3915,36,19,394,0,0,1,946,1.0,1.0,43,75,108,166,10,38,1
0,41,24,431,0,0,1,1565,1.0,1.0,43,75,108,166,10,523,1
34710,46,15,399,0,0,1,1276,1.0,1.0,43,75,108,166,10,998,1
729,30,15,381,0,0,1,1401,1.0,1.0,43,75,108,166,10,2474,1
586,40,23,389,0,0,1,620,1.0,1.0,43,75,108,166,10,2255,1
1291,37,15,384,0,0,1,1277,1.0,1.0,43,75,108,166,10,1902,1
0,42,10,388,0,0,1,1591,1.0,1.0,43,75,108,166,10,2158,1
731,37,19,411,0,0,1,1408,1.0,1.0,43,75,108,166,10,2226,1
565,27,20,359,0,0,1,887,1.0,1.0,43,75,108,166,10,1099,1
0,36,18,353,0,0,1,15,1.0,1.0,43,75,108,166,10,1948,1
263,41,19,354,0,0,1,1183,1.0,1.0,43,75,108,166,10,224,1
5374,44,16,402,0,0,1,789,1.0,1.0,43,75,108,166,10,935,1
2367,38,15,344,0,0,1,1422,1.0,1.0,43,75,108,166,10,2223,1
27767,33,23,408,0,0,1,1224,1.0,1.0,43,75,108,166,10,1751,1
12838,38,20,365,0,0,1,554,1.0,1.0,43,75,108,166,10,625,1
15,31,25,360,0,0,1,1162,1.0,1.0,43,75,108,166,10,2009,1
1,30,20,358,0,0,1,374,1.0,1.0,43,75,108,166,10,2534,1
3981,49,12,366,0,0,1,1324,1.0,1.0,43,75,108,166,10,1796,1
11918,38,18,364,0,0,1,779,1.0,1.0,43,75,108,166,10,2534,1
68,149,43,936,0,0,1,1476,1.0,1.0,43,75,108,166,10,2181,1
1419,47,21,365,0,0,1,821,1.0,1.0,43,75,108,166,10,735,1
333,34,20,406,0,0,1,522,1.0,1.0,43,75,108,166,10,1283,1
7,40,18,386,0,0,1,370,1.0,1.0,43,75,108,166,10,830,1
12927,43,14,404,0,0,1,1578,1.0,1.0,43,75,108,166,10,2534,1
608,37,13,404,0,0,1,290,1.0,1.0,43,75,108,166,10,2534,1
56051,33,18,390,0,0,1,1140,1.0,1.0,43,75,108,166,10,1645,1
0,44,14,398,0,0,1,121,1.0,1.0,43,75,108,166,10,606,1
18,33,15,340,1,0,1,459,1.0,1.0,43,75,108,166,10,1987,1
103,40,18,452,0,0,1,1068,1.0,1.0,43,75,108,166,10,638,1
3354,27,21,365,0,0,1,923,1.0,1.0,43,75,108,166,10,912,1
1069,44,16,385,0,0,1,1213,1.0,1.0,43,75,108,166,10,2058,1
2,36,18,373,0,0,1,923,1.0,1.0,43,75,108,166,10,1477,1
16865,38,25,379,0,0,1,849,1.0,1.0,43,75,108,166,10,784,1
240,39,28,407,0,0,1,210,1.0,1.0,43,75,108,166,10,2534,1
9522,30,20,407,0,0,1,485,1.0,1.0,43,75,108,166,10,524,1
144,30,16,385,0,0,1,707,1.0,1.0,43,75,108,166,10,712,1
0,51,16,375,0,0,1,773,1.0,1.0,43,75,108,166,10,763,1
6253,38,13,391,0,0,1,354,1.0,1.0,43,75,108,166,10,58,1
63,35,17,360,0,0,1,1567,1.0,1.0,43,75,108,166,10,2253,1
39806,111,32,954,0,0,1,110,1.0,1.0,43,75,108,166,10,2518,1
53,51,23,351,0,0,1,424,1.0,1.0,43,75,108,166,10,696,1
6,40,23,407,0,0,1,534,1.0,1.0,43,75,108,166,10,855,1
865,38,18,381,0,0,1,1574,1.0,1.0,43,75,108,166,10,1284,1
15,28,12,402,0,0,1,1566,1.0,1.0,43,75,108,166,10,1549,1
1065,50,12,393,0,0,1,1582,1.0,1.0,43,75,108,166,10,2231,1
1210,39,14,379,0,0,1,357,1.0,1.0,43,75,108,166,10,752,1
4,37,21,337,0,0,1,1100,1.0,1.0,43,75,108,166,10,2441,1
995,37,21,424,0,0,1,1265,1.0,1.0,43,75,108,166,10,2401,1
14663,36,19,384,0,0,1,983,1.0,1.0,43,75,108,166,10,2534,1
0,37,21,360,0,0,1,626,1.0,1.0,43,75,108,166,10,2528,1
2111,34,16,380,0,0,1,279,1.0,1.0,43,75,108,166,10,1365,1
1309,36,16,346,0,0,1,118,1.0,1.0,43,75,108,166,10,1300,1
300,46,15,422,0,0,1,1452,1.0,1.0,43,75,108,166,10,2534,1
256,33,22,432,0,0,1,667,1.0,1.0,43,75,108,166,10,788,1
7781,14,18,315,0,0,1,1177,1.0,1.0,43,75,108,166,10,937,1
518,38,24,395,0,0,1,647,1.0,1.0,43,75,108,166,10,621,1
0,40,18,358,0,0,1,1033,1.0,1.0,43,75,108,166,10,1281,1
5443,31,16,329,0,0,1,1356,1.0,1.0,43,75,108,166,10,238,1
42631,61,29,476,0,0,1,1450,1.0,1.0,43,75,108,166,10,75,1
1437,42,19,368,0,0,1,1409,1.0,1.0,43,75,108,166,10,1412,1
7590,33,25,342,0,0,1,401,1.0,1.0,43,75,108,166,10,628,1
1660,25,20,388,0,0,1,584,1.0,1.0,43,75,108,166,10,631,1
49,37,24,373,0,0,1,1324,1.0,1.0,43,75,108,166,10,1192,1
307,23,10,339,0,0,1,1338,1.0,1.0,43,75,108,166,10,1319,1
2,30,17,355,0,0,1,323,1.0,1.0,43,75,108,166,10,2534,1
901,35,21,349,0,0,1,690,1.0,1.0,43,75,108,166,10,861,1
24592,40,18,365,0,0,1,1298,1.0,1.0,43,75,108,166,10,2484,1
220,47,13,366,0,0,1,556,1.0,1.0,43,75,108,166,10,362,1
66,42,20,349,0,0,1,1164,1.0,1.0,43,75,108,166,10,243,1
193,34,20,370,0,0,1,1214,1.0,1.0,43,75,108,166,10,2044,1
1232,29,15,336,0,0,1,1230,1.0,1.0,43,75,108,166,10,1586,1
0,36,18,338,0,0,1,1585,1.0,1.0,43,75,108,166,10,2432,1
707,39,23,373,0,0,1,1618,1.0,1.0,43,75,108,166,10,2534,1
5794,25,17,377,0,0,1,553,1.0,1.0,43,75,108,166,10,72,1
824,35,17,333,0,0,1,971,1.0,1.0,43,75,108,166,10,2534,1
0,42,20,337,0,0,1,1265,1.0,1.0,43,75,108,166,10,1108,1
1852,35,19,326,0,0,1,1265,1.0,1.0,43,75,108,166,10,2318,1
753,42,20,407,0,0,1,92,1.0,1.0,43,75,108,166,10,1545,1
2,39,20,366,0,0,1,33,1.0,1.0,43,75,108,166,10,2335,1
1245,48,23,389,0,0,1,389,1.0,1.0,43,75,108,166,10,351,1
3010,31,14,351,0,0,1,258,1.0,1.0,43,75,108,166,10,2534,1
0,50,14,365,0,0,1,866,1.0,1.0,43,75,108,166,10,1091,1
3697,37,19,337,0,0,1,1650,1.0,1.0,43,75,108,166,10,230,1
581,46,8,398,0,0,1,341,1.0,1.0,43,75,108,166,10,1339,1
23,42,18,381,0,0,1,214,1.0,1.0,43,75,108,166,10,1282,1
1466,30,14,300,0,0,1,833,1.0,1.0,43,75,108,166,10,710,1
0,37,20,383,0,0,1,132,1.0,1.0,43,75,108,166,10,406,1
43,42,11,362,0,0,1,326,1.0,1.0,43,75,108,166,10,1196,1
80725,33,14,365,0,0,1,1629,1.0,1.0,43,75,108,166,10,936,1
173,27,18,371,0,0,1,908,1.0,1.0,43,75,108,166,10,2534,1
394,34,16,349,0,0,1,1401,1.0,1.0,43,75,108,166,10,1700,1
17704,26,16,369,0,0,1,598,1.0,1.0,43,75,108,166,10,821,1
18236,33,16,330,0,0,1,660,1.0,1.0,43,75,108,166,10,1806,1
5781,41,15,369,0,0,1,1642,1.0,1.0,43,75,108,166,10,2348,1
1758,23,18,357,0,0,1,938,1.0,1.0,43,75,108,166,10,1543,1
30,41,10,361,0,0,1,363,1.0,1.0,43,75,108,166,10,806,1
21,30,24,406,0,0,1,628,1.0,1.0,43,75,108,166,10,1324,1
4535,50,18,333,0,0,1,1054,1.0,1.0,43,75,108,166,10,2347,1
248,30,12,322,0,0,1,505,1.0,1.0,43,75,108,166,10,2534,1
8398,37,16,345,0,0,1,509,1.0,1.0,43,75,108,166,10,1449,1
8,39,18,334,0,0,1,96,1.0,1.0,43,75,108,166,10,2534,1
1183,41,11,370,0,0,1,1169,1.0,1.0,43,75,108,166,10,2128,1
548,32,18,390,0,0,1,1215,1.0,1.0,43,75,108,166,10,2183,1
28,39,18,394,0,0,1,295,1.0,1.0,43,75,108,166,10,2534,1
13879,27,23,349,0,0,1,179,1.0,1.0,43,75,108,166,10,2534,1
15,54,23,459,0,0,1,1103,1.0,1.0,43,75,108,166,10,416,1
7175,39,19,336,0,0,1,526,1.0,1.0,43,75,108,166,10,1080,1
681,34,25,361,0,0,1,822,1.0,1.0,43,75,108,166,10,1947,1
54,33,20,321,0,0,1,1646,1.0,1.0,43,75,108,166,10,2534,1
35,32,17,310,0,0,1,344,1.0,1.0,43,75,108,166,10,1500,1
43,62,13,515,0,0,1,599,1.0,1.0,43,75,108,166,10,2534,1
2217,39,17,341,0,0,1,285,1.0,1.0,43,75,108,166,10,1791,1
34,47,17,345,0,0,1,206,1.0,1.0,43,75,108,166,10,2435,1
10,32,23,353,0,0,1,1586,1.0,1.0,43,75,108,166,10,2420,1
12,28,18,350,0,0,1,836,1.0,1.0,43,75,108,166,10,767,1
7,31,22,285,0,0,1,1065,1.0,1.0,43,75,108,166,10,1111,1
5745,38,16,384,0,0,1,915,1.0,1.0,43,75,108,166,10,275,1
85,39,11,317,0,0,1,1358,1.0,1.0,43,75,108,166,10,898,1
12705,41,25,367,0,0,1,1670,1.0,1.0,43,75,108,166,10,2487,1
60,71,25,503,0,0,1,703,1.0,1.0,43,75,108,166,10,409,1
143,28,15,394,0,0,1,1141,1.0,1.0,43,75,108,166,10,1928,1
52622,63,26,532,0,0,1,1062,1.0,1.0,43,75,108,166,10,614,1
240,36,22,346,0,0,1,1167,1.0,1.0,43,75,108,166,10,514,1
7,35,22,340,0,0,1,1143,1.0,1.0,43,75,108,166,10,2534,1
27,50,22,453,0,0,1,963,1.0,1.0,43,75,108,166,10,1956,1
8671,60,24,521,0,0,1,191,1.0,1.0,43,75,108,166,10,437,1
244,56,27,490,0,0,1,877,1.0,1.0,43,75,108,166,10,613,1
96,39,23,359,0,0,1,1561,1.0,1.0,43,75,108,166,10,2534,1
10592,29,19,340,0,0,1,1040,1.0,1.0,43,75,108,166,10,2534,1
0,35,22,372,0,0,1,1095,1.0,1.0,43,75,108,166,10,731,1
518,40,13,385,0,0,1,1641,1.0,1.0,43,75,108,166,10,128,1
18903,36,15,320,0,0,1,965,1.0,1.0,43,75,108,166,10,2052,1
115,17,15,312,0,0,1,390,1.0,1.0,43,75,108,166,10,695,1
46,37,13,310,0,0,1,799,1.0,1.0,43,75,108,166,10,829,1
721,29,18,318,0,0,1,661,1.0,1.0,43,75,108,166,10,2534,1
24,23,22,357,0,0,1,668,1.0,1.0,43,75,108,166,10,682,1
10772,48,20,330,0,0,1,830,1.0,1.0,43,75,108,166,10,2534,1
0,39,26,360,0,0,1,959,1.0,1.0,43,75,108,166,10,527,1
12,42,19,330,0,0,1,391,1.0,1.0,43,75,108,166,10,2534,1
1967,25,15,364,0,0,1,158,1.0,1.0,43,75,108,166,10,323,1
2892,34,12,346,0,0,1,336,1.0,1.0,43,75,108,166,10,2359,1
19705,38,21,338,0,0,1,397,1.0,1.0,43,75,108,166,10,2327,1
34278,61,28,530,0,0,1,1324,1.0,1.0,43,75,108,166,10,2127,1
2352,32,17,315,0,0,1,925,1.0,1.0,43,75,108,166,10,1095,1
4637,39,18,305,0,0,1,910,1.0,1.0,43,75,108,166,10,825,1
583,56,20,539,0,0,1,1449,1.0,1.0,43,75,108,166,10,2073,1
0,60,22,528,0,0,1,1539,1.0,1.0,43,75,108,166,10,2440,1
14358,46,14,336,0,0,1,488,1.0,1.0,43,75,108,166,10,940,1
81,28,9,338,0,0,1,993,1.0,1.0,43,75,108,166,10,487,1
163,39,14,370,0,0,1,451,1.0,1.0,43,75,108,166,10,1241,1
3699,28,14,321,0,0,1,1329,1.0,1.0,43,75,108,166,10,721,1
706,36,22,314,0,0,1,547,1.0,1.0,43,75,108,166,10,2003,1
14359,29,13,312,0,0,1,977,1.0,1.0,43,75,108,166,10,2185,1
126,50,25,443,0,0,1,1669,1.0,1.0,43,75,108,166,10,2513,1
131,28,16,327,0,0,1,1100,1.0,1.0,43,75,108,166,10,333,1
8,60,23,501,0,0,1,1639,1.0,1.0,43,75,108,166,10,1839,1
127,33,12,320,0,0,1,1258,1.0,1.0,43,75,108,166,10,2534,1
126805,51,18,403,0,0,1,483,1.0,1.0,43,75,108,166,10,436,1
5185,50,15,372,0,0,1,494,1.0,1.0,43,75,108,166,10,604,1
113,62,25,519,0,0,1,787,1.0,1.0,43,75,108,166,10,782,1
1719,50,23,539,0,0,1,547,1.0,1.0,43,75,108,166,10,107,1
10246,32,23,344,0,0,1,1540,1.0,1.0,43,75,108,166,10,2388,1
2550,33,20,348,0,0,1,528,1.0,1.0,43,75,108,166,10,1209,1
58,38,14,315,0,0,1,1455,1.0,1.0,43,75,108,166,10,2257,1
522,57,27,520,0,0,1,216,1.0,1.0,43,75,108,166,10,737,1
293,29,8,344,0,0,1,1633,1.0,1.0,43,75,108,166,10,2462,1
1598,28,19,353,0,0,1,921,1.0,1.0,43,75,108,166,10,841,1
43,24,12,327,0,0,1,64,1.0,1.0,43,75,108,166,10,1315,1
195,30,17,318,0,0,1,1421,1.0,1.0,43,75,108,166,10,168,1
0,42,12,356,0,0,1,1541,1.0,1.0,43,75,108,166,10,2347,1
149,45,20,370,0,0,1,1611,1.0,1.0,43,75,108,166,10,245,1
322,31,23,350,0,0,1,1413,1.0,1.0,43,75,108,166,10,2534,1
8,37,19,388,0,0,1,1562,1.0,1.0,43,75,108,166,10,1329,1
10077,41,18,333,0,0,1,69,1.0,1.0,43,75,108,166,10,843,1
1353,41,16,343,0,0,1,493,1.0,1.0,43,75,108,166,10,1435,1
1014,37,21,336,0,0,1,1247,1.0,1.0,43,75,108,166,10,1197,1
7762,38,16,429,0,0,1,1095,1.0,1.0,43,75,108,166,10,1506,1
7984,27,12,312,0,0,1,119,1.0,1.0,43,75,108,166,10,2316,1
216,46,11,408,0,0,1,872,1.0,1.0,43,75,108,166,10,2056,1
9,34,16,319,0,0,1,1431,1.0,1.0,43,75,108,166,10,1474,1
25,28,13,346,0,0,1,259,1.0,1.0,43,75,108,166,10,531,1
71719,34,25,328,0,0,1,618,1.0,1.0,43,75,108,166,10,828,1
107,23,17,295,0,0,1,1395,1.0,1.0,43,75,108,166,10,2534,1
3460,30,19,304,0,0,1,1265,1.0,1.0,43,75,108,166,10,465,1
9880,36,12,334,0,0,1,984,1.0,1.0,43,75,108,166,10,844,1
1304,31,24,379,0,0,1,1230,1.0,1.0,43,75,108,166,10,2534,1
365,42,14,347,0,0,1,84,1.0,1.0,43,75,108,166,10,57,1
18,27,10,336,0,0,1,745,1.0,1.0,43,75,108,166,10,1452,1
1772,35,13,321,0,0,1,1150,1.0,1.0,43,75,108,166,10,2197,1
2291,31,21,335,0,0,1,454,1.0,1.0,43,75,108,166,10,551,1
988,20,15,353,0,0,1,700,1.0,1.0,43,75,108,166,10,1864,1
0,37,16,373,0,0,1,1619,1.0,1.0,43,75,108,166,10,816,1
122,31,13,329,0,0,1,10,1.0,1.0,43,75,108,166,10,718,1
12138,21,17,362,0,0,1,472,1.0,1.0,43,75,108,166,10,433,1
57,34,15,337,0,0,1,784,1.0,1.0,43,75,108,166,10,391,1
19,26,17,344,0,0,1,832,1.0,1.0,43,75,108,166,10,851,1
1,41,20,332,0,0,1,35,1.0,1.0,43,75,108,166,10,1291,1
1248,35,16,334,0,0,1,202,1.0,1.0,43,75,108,166,10,153,1
9009,39,11,319,0,0,1,1144,1.0,1.0,43,75,108,166,10,1787,1
9399,29,8,342,0,0,1,1523,1.0,1.0,43,75,108,166,10,1246,1
1904,27,16,310,0,0,1,44,1.0,1.0,43,75,108,166,10,48,1
934,26,17,300,0,0,1,1165,1.0,1.0,43,75,108,166,10,2534,1
439,33,13,334,0,0,1,94,1.0,1.0,43,75,108,166,10,2520,1
2511,39,18,312,0,0,1,828,1.0,1.0,43,75,108,166,10,1286,1
8,42,24,349,0,0,1,757,1.0,1.0,43,75,108,166,10,2534,1
12607,27,15,348,1,0,1,17,1.0,1.0,43,75,108,166,10,1014,1
0,30,25,299,0,0,1,823,1.0,1.0,43,75,108,166,10,378,1
3475,42,14,348,0,0,1,540,1.0,1.0,43,75,108,166,10,1179,1
8718,35,20,309,0,0,1,826,1.0,1.0,43,75,108,166,10,55,1
93,52,17,418,0,0,1,273,1.0,1.0,43,75,108,166,10,1837,1
2,26,17,333,0,0,1,829,1.0,1.0,43,75,108,166,10,1285,1
274,35,20,350,0,0,1,714,1.0,1.0,43,75,108,166,10,2534,1
195,30,17,351,0,0,1,1608,1.0,1.0,43,75,108,166,10,2534,1
1878,44,10,394,0,0,1,1100,1.0,1.0,43,75,108,166,10,2534,1
2248,39,15,332,0,0,1,604,1.0,1.0,43,75,108,166,10,2534,1
1151,41,16,311,0,0,1,1432,1.0,1.0,43,75,108,166,10,2171,1
497,36,14,332,0,0,1,973,1.0,1.0,43,75,108,166,10,44,1
0,35,14,273,0,0,1,834,1.0,1.0,43,75,108,166,10,1182,1
1381,34,16,336,1,0,1,390,1.0,1.0,43,75,108,166,10,1356,1
12,30,15,343,0,0,1,894,1.0,1.0,43,75,108,166,10,1893,1
35,29,22,293,0,0,1,1356,1.0,1.0,43,75,108,166,10,2534,1
27,31,17,343,0,0,1,1275,1.0,1.0,43,75,108,166,10,926,1
7015,33,12,302,0,0,1,148,1.0,1.0,43,75,108,166,10,715,1
